RowID,CCNumber,CrimeDateTime,CrimeCode,Description,Inside_Outside,Weapon,Post,Gender,Age,Race,Ethnicity,Location,Old_District,New_District,Neighborhood,Latitude,Longitude,GeoLocation,PremiseType,Total_Incidents,x,y
18206,13L06011,12/15/2013 1:20:00 AM,4E,COMMON ASSAULT,,NA,114,F,23,BLACK_OR_AFRICAN_AMERICAN,,200 W LEXINGTON ST,CENTRAL,N/A,DOWNTOWN,39.29175738141835,-76.618169755109719,"(39.29175738141835,-76.618169755109719)",STREET              ,1,-76.6181697549999,39.291757381
18207,13L06081,12/15/2013 7:30:00 AM,7A,AUTO THEFT,,NA,524,F,59,BLACK_OR_AFRICAN_AMERICAN,,1200 KITMORE RD,NORTHERN,N/A,NEW NORTHWOOD,39.349898662900273,-76.597395275310717,"(39.349898662900273,-76.597395275310717)",PARKING LOT-OUTSIDE ,1,-76.5973952749999,39.349898663
18208,13L06193,12/15/2013 1:54:00 PM,6C,LARCENY,,NA,231,,,UNKNOWN,,3700 FLEET ST,SOUTHEAST,N/A,BREWERS HILL,39.285291836352449,-76.565738255301881,"(39.285291836352449,-76.565738255301881)",RETAIL/SMALL BUSINES,1,-76.565738255,39.2852918360001
18209,13L06713,12/15/2013 5:00:00 PM,6J,LARCENY,,NA,831,,,UNKNOWN,,1700 SEXTON ST,SOUTHWEST,N/A,MORRELL PARK,39.268560752041978,-76.652273414650352,"(39.268560752041978,-76.652273414650352)",,1,-76.652273415,39.268560752
18210,13L06342,12/15/2013 9:45:00 PM,5A,BURGLARY,,NA,813,M,72,BLACK_OR_AFRICAN_AMERICAN,,3100 BRIGHTON ST,SOUTHWEST,N/A,ROSEMONT,39.305299538748336,-76.669507300036742,"(39.305299538748336,-76.669507300036742)",ROW/TOWNHOUSE-OCC,1,-76.6695073,39.305299539
18211,13L06050,12/15/2013 2:49:00 AM,4E,COMMON ASSAULT,,NA,233,M,,WHITE,,4600 EASTERN AVE,SOUTHEAST,N/A,GREEKTOWN,39.287154714303831,-76.557185570640939,"(39.287154714303831,-76.557185570640939)",STREET              ,1,-76.5571855709999,39.2871547140001
18212,13L06194,12/15/2013 2:54:00 PM,3GF,ROBBERY,,FIREARM,334,U,,UNKNOWN,,4700 ERDMAN AVE,EASTERN,N/A,ARMISTEAD GARDENS,39.308574364722332,-76.561138040941429,"(39.308574364722332,-76.561138040941429)",CONVENIENCE STORE,1,-76.5611380409999,39.308574365
18213,13L06063,12/15/2013 4:15:00 AM,6D,LARCENY FROM AUTO,,NA,513,F,35,BLACK_OR_AFRICAN_AMERICAN,,900 GORSUCH AVE,NORTHERN,N/A,BETTER WAVERLY,39.326141080865135,-76.603207410491351,"(39.326141080865135,-76.603207410491351)",STREET              ,1,-76.60320741,39.3261410810001
18214,13L06269,12/15/2013 4:54:00 PM,4C,AGG. ASSAULT,,OTHER,934,M,31,WHITE,,400 S PAYSON ST,SOUTHERN,N/A,CARROLLTON RIDGE,39.282277261417605,-76.648324602600113,"(39.282277261417605,-76.648324602600113)",STREET              ,1,-76.6483246029999,39.282277261
18215,13L06463,12/15/2013 8:30:00 PM,6E,LARCENY,,NA,525,,,UNKNOWN,,500 E 42ND ST,NORTHERN,N/A,PEN LUCY,39.339989604381408,-76.608624711107737,"(39.339989604381408,-76.608624711107737)",PARKING LOT-OUTSIDE ,1,-76.6086247109999,39.339989604
18216,13L06346,12/15/2013 11:00:00 AM,4C,AGG. ASSAULT,,OTHER,614,F,36,BLACK_OR_AFRICAN_AMERICAN,,4900 CHALGROVE AVE,NORTHWEST,N/A,CENTRAL PARK HEIGHTS,39.34913723770066,-76.669987444683528,"(39.34913723770066,-76.669987444683528)",ROW/TOWNHOUSE-OCC,1,-76.6699874449999,39.349137238
18217,13L01759,12/4/2013 4:00:00 PM,6D,LARCENY FROM AUTO,,NA,331,M,41,BLACK_OR_AFRICAN_AMERICAN,,1800 N MILTON AVE,EASTERN,N/A,BEREA,39.311403989997842,-76.58272976503568,"(39.311403989997842,-76.58272976503568)",ALLEY,1,-76.582729765,39.31140399
18218,13L06447,12/15/2013 2:00:00 PM,6D,LARCENY FROM AUTO,,NA,731,F,25,BLACK_OR_AFRICAN_AMERICAN,,2400 LIBERTY HEIGHTS AVE,WESTERN,N/A,MONDAWMIN,39.318692922502528,-76.654399892134563,"(39.318692922502528,-76.654399892134563)",PARKING LOT-INSIDE  ,1,-76.654399892,39.3186929230001
18219,15A35026,1/8/2015 3:32:00 PM,6J,LARCENY,,NA,942,M,22,WHITE,,400 GRINDALL ST,SOUTHERN,N/A,FEDERAL HILL,39.27814165461298,-76.608329392589212,"(39.27814165461298,-76.608329392589212)",,1,-76.608329393,39.2781416550001
18220,15A02968,1/8/2015 11:51:00 PM,9S,SHOOTING,,FIREARM,813,M,37,UNKNOWN,,1800 BLOOMINGDALE RD,SOUTHWEST,N/A,ROSEMONT,39.30820971091152,-76.670533603283047,"(39.30820971091152,-76.670533603283047)",COMMON BUSINESS,1,-76.670533603,39.3082097110001
18221,15A03001,1/8/2015 8:00:00 PM,8AO,ARSON,,FIRE,444,F,69,BLACK_OR_AFRICAN_AMERICAN,,5400 MOORES RUN DR,NORTHEAST,N/A,CEDONIA,39.331132337369844,-76.534413473542173,"(39.331132337369844,-76.534413473542173)",SINGLE HOUSE,1,-76.534413474,39.331132337
18222,15A02944,1/8/2015 8:40:00 PM,4C,AGG. ASSAULT,,OTHER,414,F,22,BLACK_OR_AFRICAN_AMERICAN,,1200 EVESHAM AVE,NORTHEAST,N/A,RAMBLEWOOD,39.361516921271068,-76.592560327870061,"(39.361516921271068,-76.592560327870061)",STREET              ,1,-76.5925603279999,39.361516921
18223,15A02673,1/8/2015 9:47:00 AM,5B,BURGLARY,,NA,212,M,,UNKNOWN,,0 N PATTERSON PARK AVE,SOUTHEAST,N/A,PATTERSON PLACE,39.292644175862577,-76.584580075272527,"(39.292644175862577,-76.584580075272527)",ROW/TOWNHOUSE-OCC,1,-76.584580075,39.2926441760001
18224,15A02955,1/8/2015 9:49:00 PM,3AO,ROBBERY,,OTHER,122,M,23,BLACK_OR_AFRICAN_AMERICAN,,700 W SARATOGA ST,CENTRAL,N/A,POPPLETON,39.292765700463171,-76.627941263196561,"(39.292765700463171,-76.627941263196561)",STREET              ,1,-76.627941263,39.2927657000001
18225,15A03037,1/8/2015 7:00:00 PM,6D,LARCENY FROM AUTO,,NA,134,M,32,WHITE,,1400 N CALVERT ST,CENTRAL,N/A,MID-TOWN BELVEDERE,39.305697454294801,-76.61350915907714,"(39.305697454294801,-76.61350915907714)",STREET              ,1,-76.613509159,39.305697454
18226,15A03179,1/8/2015 9:00:00 AM,6E,LARCENY,,NA,824,F,53,BLACK_OR_AFRICAN_AMERICAN,,4200 EUCLID AVE,SOUTHWEST,N/A,IRVINGTON,39.282372417506515,-76.686252910086992,"(39.282372417506515,-76.686252910086992)",STREET              ,1,-76.68625291,39.2823724180001
18227,15A02891,1/8/2015 5:30:00 PM,7A,AUTO THEFT,,NA,911,F,45,BLACK_OR_AFRICAN_AMERICAN,,1600 ELMTREE ST,SOUTHERN,N/A,CURTIS BAY,39.224568032000526,-76.588326737703497,"(39.224568032000526,-76.588326737703497)",STREET              ,1,-76.588326738,39.224568032
18228,15A02922,1/8/2015 7:00:00 PM,6D,LARCENY FROM AUTO,,NA,533,F,53,UNKNOWN,,1700 REGENT RD,NORTHERN,N/A,MOUNT WASHINGTON,39.367721218843045,-76.655575182295195,"(39.367721218843045,-76.655575182295195)",STREET              ,1,-76.655575182,39.367721219
18229,15A02962,1/8/2015 11:10:00 PM,5B,BURGLARY,,NA,222,M,28,BLACK_OR_AFRICAN_AMERICAN,,100 N CURLEY ST,SOUTHEAST,N/A,PATTERSON PARK NEIGHBORHOOD,39.294514184053199,-76.575507748802181,"(39.294514184053199,-76.575507748802181)",ROW/TOWNHOUSE-OCC,1,-76.5755077489999,39.294514184
18230,15A02826,1/8/2015 4:00:00 PM,6C,LARCENY,,NA,431,,,UNKNOWN,,2400 BELAIR RD,NORTHEAST,N/A,BELAIR-EDISON,39.31789141335323,-76.575604663079019,"(39.31789141335323,-76.575604663079019)",GROCERY/CONFECTION ,1,-76.575604663,39.317891413
18231,15A02766,1/8/2015 1:30:00 PM,4C,AGG. ASSAULT,,OTHER,734,F,20,BLACK_OR_AFRICAN_AMERICAN,,1600 SPRAY CT,WESTERN,N/A,SANDTOWN-WINCHESTER,39.306211599930919,-76.644389377407393,"(39.306211599930919,-76.644389377407393)",APT/CONDO - OCCUPIED,1,-76.644389377,39.3062116
18232,15A02656,1/8/2015 9:15:00 AM,6J,LARCENY,,NA,311,M,51,UNKNOWN,,2200 BARCLAY ST,EASTERN,N/A,BARCLAY,39.315217610374276,-76.610969195651805,"(39.315217610374276,-76.610969195651805)",ROW/TOWNHOUSE-OCC,1,-76.610969196,39.31521761
18233,15A02942,1/8/2015 4:00:00 AM,5A,BURGLARY,,NA,425,M,57,BLACK_OR_AFRICAN_AMERICAN,,5900 GLENFALLS AV,NORTHEAST,N/A,GLENHAM-BELHAR,39.3471533759351,-76.542119054256901,"(39.3471533759351,-76.542119054256901)",ROW/TOWNHOUSE-OCC,1,-76.542119054,39.3471533760001
18234,15A02700,1/8/2015 8:55:00 AM,5A,BURGLARY,,NA,212,F,35,WHITE,,0 N PATTERSON PARK AVE,SOUTHEAST,N/A,BUTCHER'S HILL,39.292585749551158,-76.58492785508723,"(39.292585749551158,-76.58492785508723)",ROW/TOWNHOUSE-OCC,1,-76.584927855,39.2925857500001
18235,13K11407,11/25/2013 12:00:00 PM,6G,LARCENY,,NA,622,F,,BLACK_OR_AFRICAN_AMERICAN,,3700 ELDORADO AVE,NORTHWEST,N/A,DORCHESTER,39.332520346288106,-76.689199455941434,"(39.332520346288106,-76.689199455941434)",SCHOOL              ,1,-76.689199456,39.3325203460001
18236,13K12819,11/25/2013 12:00:00 PM,6E,LARCENY,,NA,132,F,57,BLACK_OR_AFRICAN_AMERICAN,,400 WILSON ST,CENTRAL,N/A,MADISON PARK,39.306031643890343,-76.631486790420183,"(39.306031643890343,-76.631486790420183)",STREET              ,1,-76.6314867899999,39.306031644
18237,13K11673,11/25/2013 11:45:00 PM,3AJF,ROBBERY - CARJACKING,,FIREARM,624,M,72,BLACK_OR_AFRICAN_AMERICAN,,3300 GWYNNS FALLS PKWY,NORTHWEST,N/A,HANLON-LONGWOOD,39.314578554317983,-76.672847282438624,"(39.314578554317983,-76.672847282438624)",STREET              ,1,-76.672847282,39.314578554
18238,13K11772,11/25/2013 4:00:00 PM,6D,LARCENY FROM AUTO,,NA,412,F,65,WHITE,,1500 ROUNDHILL RD,NORTHEAST,N/A,HILLEN,39.337961500409989,-76.593150751732807,"(39.337961500409989,-76.593150751732807)",STREET              ,1,-76.593150752,39.3379615000001
18239,13K11220,11/25/2013 2:32:00 AM,3AF,ROBBERY,,FIREARM,413,M,22,BLACK_OR_AFRICAN_AMERICAN,,1200 E COLDSPRING LN,NORTHEAST,N/A,NEW NORTHWOOD,39.344979765619833,-76.597505844611007,"(39.344979765619833,-76.597505844611007)",STREET              ,1,-76.5975058449999,39.3449797660001
18240,13K11646,11/25/2013 11:20:00 PM,4E,COMMON ASSAULT,,NA,713,F,21,BLACK_OR_AFRICAN_AMERICAN,,1600 W FRANKLIN ST,WESTERN,N/A,HARLEM PARK,39.294103666255083,-76.643194432567228,"(39.294103666255083,-76.643194432567228)",ROW/TOWNHOUSE-OCC,1,-76.643194433,39.2941036660001
18241,13K11632,11/25/2013 10:00:00 PM,7A,AUTO THEFT,,NA,714,M,45,BLACK_OR_AFRICAN_AMERICAN,,2300 W FAYETTE ST,WESTERN,N/A,PENROSE/FAYETTE STREET OUTREACH,39.289423463820299,-76.653088937699849,"(39.289423463820299,-76.653088937699849)",STREET              ,1,-76.6530889379999,39.289423464
18242,13K11467,11/25/2013 12:01:00 AM,6D,LARCENY FROM AUTO,,NA,124,M,30,WHITE,,800 LOVEGROVE ST,CENTRAL,N/A,MOUNT VERNON,39.298677083484279,-76.61500403409687,"(39.298677083484279,-76.61500403409687)",STREET              ,1,-76.615004034,39.298677083
18243,13K11273,11/25/2013 8:45:00 AM,4C,AGG. ASSAULT,,OTHER,911,M,18,BLACK_OR_AFRICAN_AMERICAN,,4000 FAIRHAVEN AVE,SOUTHERN,N/A,CURTIS BAY,39.228615129192328,-76.590107370685786,"(39.228615129192328,-76.590107370685786)",STREET              ,1,-76.590107371,39.228615129
18244,13L01991,11/25/2013 10:30:00 AM,5A,BURGLARY,,NA,222,U,,UNKNOWN,,0 N LINWOOD AVE,SOUTHEAST,N/A,PATTERSON PARK NEIGHBORHOOD,39.292582195836815,-76.576005612330036,"(39.292582195836815,-76.576005612330036)",CONSTRUCTION SITE,1,-76.576005612,39.2925821960001
18245,13K11460,11/25/2013 9:30:00 AM,5A,BURGLARY,,NA,624,F,29,BLACK_OR_AFRICAN_AMERICAN,,2900 WYNHAM RD,NORTHWEST,N/A,WEST FOREST PARK,39.318759452413786,-76.693459754288682,"(39.318759452413786,-76.693459754288682)",ROW/TOWNHOUSE-OCC,1,-76.6934597539999,39.3187594520001
18246,13K11720,11/25/2013 4:00:00 PM,6D,LARCENY FROM AUTO,,NA,412,F,62,BLACK_OR_AFRICAN_AMERICAN,,1500 KENNEWICK RD,NORTHEAST,N/A,EDNOR GARDENS-LAKESIDE,39.334399878089613,-76.594069200712369,"(39.334399878089613,-76.594069200712369)",STREET              ,1,-76.594069201,39.3343998780001
18247,13K12052,11/25/2013 6:30:00 PM,6D,LARCENY FROM AUTO,,NA,444,M,57,BLACK_OR_AFRICAN_AMERICAN,,4600 LASALLE AVE,NORTHEAST,N/A,FRANKFORD,39.334608516989867,-76.546055185601944,"(39.334608516989867,-76.546055185601944)",STREET              ,1,-76.546055186,39.334608517
18248,13K11353,11/25/2013 9:00:00 AM,6D,LARCENY FROM AUTO,,NA,423,M,35,BLACK_OR_AFRICAN_AMERICAN,,6800 MCCLEAN BD,NORTHEAST,N/A,HAMILTON HILLS,39.369788108747379,-76.56860302419345,"(39.369788108747379,-76.56860302419345)",STREET              ,1,-76.568603024,39.3697881090001
18249,13K11426,11/25/2013 8:30:00 AM,6L,LARCENY,,NA,812,M,18,BLACK_OR_AFRICAN_AMERICAN,,2000 EDGEWOOD ST,SOUTHWEST,N/A,FAIRMONT,39.31053394485987,-76.676202051142681,"(39.31053394485987,-76.676202051142681)",SCHOOL              ,1,-76.676202051,39.310533945
18250,13H12677,8/26/2013 1:01:00 AM,4D,AGG. ASSAULT,,HANDS,712,F,30,BLACK_OR_AFRICAN_AMERICAN,,1000 W FAYETTE ST,WESTERN,N/A,POPPLETON,39.289993795366115,-76.63566189033331,"(39.289993795366115,-76.63566189033331)",ROW/TOWNHOUSE-OCC,1,-76.6356618899999,39.289993795
18251,13H13227,8/26/2013 4:30:00 PM,6D,LARCENY FROM AUTO,,NA,625,F,76,BLACK_OR_AFRICAN_AMERICAN,,3900 CEDARDALE RD,NORTHWEST,N/A,EAST ARLINGTON,39.332648146503274,-76.670342953089772,"(39.332648146503274,-76.670342953089772)",STREET              ,1,-76.670342953,39.332648147
18252,13H12893,8/26/2013 8:45:00 PM,6C,LARCENY,,NA,111,,,UNKNOWN,,0 MARKET PL,CENTRAL,N/A,DOWNTOWN,39.288213398787704,-76.606474273115936,"(39.288213398787704,-76.606474273115936)",CONVENIENCE STORE,1,-76.6064742729999,39.288213399
18253,13H12569,8/26/2013 10:00:00 AM,4B,AGG. ASSAULT,,KNIFE,732,F,29,BLACK_OR_AFRICAN_AMERICAN,,1600 GWYNNS FALLS PKWY,WESTERN,N/A,PARKVIEW/WOODBROOK,39.317580060071393,-76.649834245049462,"(39.317580060071393,-76.649834245049462)",ROW/TOWNHOUSE-OCC,1,-76.649834245,39.3175800600001
18254,13H12925,8/26/2013 11:15:00 PM,4E,COMMON ASSAULT,,NA,331,F,22,BLACK_OR_AFRICAN_AMERICAN,,2400 E LAFAYETTE AVE,EASTERN,N/A,BROADWAY EAST,39.310925292145605,-76.584273121029341,"(39.310925292145605,-76.584273121029341)",ROW/TOWNHOUSE-OCC,1,-76.584273121,39.310925292
18255,13H13276,8/26/2013 7:00:00 PM,6D,LARCENY FROM AUTO,,NA,424,M,49,WHITE,,3000 ROSALIE AVE,NORTHEAST,N/A,NORTH HARFORD ROAD,39.367776792207877,-76.546408008503022,"(39.367776792207877,-76.546408008503022)",STREET              ,1,-76.5464080089999,39.367776792
18256,13H12883,8/26/2013 6:00:00 AM,5A,BURGLARY,,NA,211,F,26,UNKNOWN,,700 PRESIDENT ST,SOUTHEAST,N/A,INNER HARBOR,39.282816845520948,-76.601012562550039,"(39.282816845520948,-76.601012562550039)",APT/CONDO - OCCUPIED,1,-76.601012563,39.2828168460001
18257,13H12744,8/26/2013 5:00:00 PM,4E,COMMON ASSAULT,,NA,112,F,49,BLACK_OR_AFRICAN_AMERICAN,,100 E PRATT ST,CENTRAL,N/A,INNER HARBOR,39.287251407454903,-76.612817111134405,"(39.287251407454903,-76.612817111134405)",BUS/RAILROAD STATION,1,-76.612817111,39.287251407
18258,13H12757,8/26/2013 12:00:00 PM,6J,LARCENY,,NA,934,M,85,WHITE,,2000 EAGLE ST,SOUTHERN,N/A,CARROLLTON RIDGE,39.28045382215528,-76.648479724962982,"(39.28045382215528,-76.648479724962982)",ROW/TOWNHOUSE-OCC,1,-76.648479725,39.280453822
18259,13H13409,8/26/2013 8:00:00 PM,4E,COMMON ASSAULT,,NA,923,F,36,BLACK_OR_AFRICAN_AMERICAN,,2700 RITTENHOUSE AVE,SOUTHERN,N/A,LAKELAND,39.254926811027524,-76.643824590414624,"(39.254926811027524,-76.643824590414624)",ROW/TOWNHOUSE-OCC,1,-76.64382459,39.2549268110001
18260,13H10879,8/22/2013 11:12:00 AM,6G,LARCENY,,NA,231,M,32,UNKNOWN,,3700 FLEET ST,SOUTHEAST,N/A,BREWERS HILL,39.285291836352449,-76.565738255301881,"(39.285291836352449,-76.565738255301881)",CONVENIENCE STORE,1,-76.565738255,39.2852918360001
18261,13H09643,8/22/2013 1:25:00 AM,4A,AGG. ASSAULT,,FIREARM,932,F,46,WHITE,,1200 S CAREY ST,SOUTHERN,N/A,WASHINGTON VILLAGE/PIGTOWN,39.280224273626253,-76.634487854192386,"(39.280224273626253,-76.634487854192386)",ROW/TOWNHOUSE-OCC,1,-76.634487854,39.280224274
18262,13G14372,7/30/2013 2:00:00 AM,6J,LARCENY,,NA,712,M,40,BLACK_OR_AFRICAN_AMERICAN,,1000 W BALTIMORE ST,WESTERN,N/A,POPPLETON,39.288846495805842,-76.63558830117627,"(39.288846495805842,-76.63558830117627)",UNKNOWN,1,-76.635588301,39.2888464960001
18263,13H10718,8/22/2013 9:00:00 AM,6G,LARCENY,,NA,514,F,50,BLACK_OR_AFRICAN_AMERICAN,,2200 N CHARLES ST,NORTHERN,N/A,OLD GOUCHER,39.314985113199484,-76.616536479575331,"(39.314985113199484,-76.616536479575331)",ROW/TOWNHOUSE-OCC,1,-76.61653648,39.314985113
18264,13G10315,8/22/2013 12:15:00 PM,7C,AUTO THEFT,,NA,532,M,47,WHITE,,4600 PALL MALL RD,NORTHERN,N/A,PARKLANE,39.342980320717579,-76.665169137028641,"(39.342980320717579,-76.665169137028641)",SINGLE HOUSE,1,-76.665169137,39.342980321
18265,13K12737,11/25/2013 12:00:00 AM,6J,LARCENY,,NA,223,M,56,WHITE,,3400 MOUNT PLEASANT AVE,SOUTHEAST,N/A,BALTIMORE HIGHLANDS,39.290992235537267,-76.568310492749134,"(39.290992235537267,-76.568310492749134)",ROW/TOWNHOUSE-OCC,1,-76.568310493,39.2909922360001
18266,13K11680,11/25/2013 9:00:00 AM,6D,LARCENY FROM AUTO,,NA,415,F,27,BLACK_OR_AFRICAN_AMERICAN,,1700 E NORTHERN PKWY,NORTHEAST,N/A,LOCH RAVEN,39.367555768444383,-76.583048486466026,"(39.367555768444383,-76.583048486466026)",PARKING LOT-OUTSIDE ,1,-76.5830484859999,39.367555768
18267,13K11387,11/25/2013 1:05:00 PM,5D,BURGLARY,,NA,533,M,,BLACK_OR_AFRICAN_AMERICAN,,4000 DERBY MANOR DR,NORTHERN,N/A,GREENSPRING,39.33722071617629,-76.658178574850524,"(39.33722071617629,-76.658178574850524)",ROW/TOWNHOUSE-OCC,1,-76.658178575,39.337220716
18268,13K09136,11/20/2013 11:55:00 AM,6C,LARCENY,,NA,111,,,UNKNOWN,,0 LIGHT ST,CENTRAL,N/A,DOWNTOWN,39.287975948591416,-76.613382866607864,"(39.287975948591416,-76.613382866607864)",CONVENIENCE STORE,1,-76.613382867,39.287975949
18269,13K09082,11/20/2013 3:00:00 AM,7C,AUTO THEFT,,NA,524,F,,BLACK_OR_AFRICAN_AMERICAN,,500 SHERIDAN AVE,NORTHERN,N/A,WOODBOURNE-MCCABE,39.35476128492121,-76.609373882201069,"(39.35476128492121,-76.609373882201069)",OTHER - INSIDE      ,1,-76.6093738819999,39.3547612850001
18270,13K09166,11/20/2013 1:00:00 PM,6C,LARCENY,,NA,224,,,UNKNOWN,,3300 E FAYETTE ST,SOUTHEAST,N/A,PATTERSON PARK NEIGHBORHOOD,39.294670226433666,-76.569831021819397,"(39.294670226433666,-76.569831021819397)",CONVENIENCE STORE,1,-76.569831022,39.2946702260001
18271,13K09514,11/20/2013 2:50:00 PM,6G,LARCENY,,NA,214,M,23,BLACK_OR_AFRICAN_AMERICAN,,800 S HIGHLAND AVE,SOUTHEAST,N/A,CANTON,39.283337662774464,-76.56860635271056,"(39.283337662774464,-76.56860635271056)",SCHOOL              ,1,-76.568606353,39.2833376630001
18272,13K09211,11/20/2013 2:19:00 PM,5C,BURGLARY,,NA,933,F,57,BLACK_OR_AFRICAN_AMERICAN,,1700 LEMMON ST,SOUTHERN,N/A,UNION SQUARE,39.285803006907017,-76.644219759622501,"(39.285803006907017,-76.644219759622501)",ROW/TOWNHOUSE-OCC,1,-76.6442197599999,39.285803007
18273,13K08721,11/19/2013 3:30:00 PM,4E,COMMON ASSAULT,,NA,534,M,14,WHITE,,4000 KESWICK RD,NORTHERN,N/A,ROLAND PARK,39.337266118681157,-76.628496960651304,"(39.337266118681157,-76.628496960651304)",STREET              ,1,-76.6284969609999,39.337266119
18274,13K08655,11/19/2013 12:45:00 PM,6G,LARCENY,,NA,424,,,UNKNOWN,,6000 HARFORD RD,NORTHEAST,N/A,WESTFIELD,39.358065263215828,-76.556130887989198,"(39.358065263215828,-76.556130887989198)",OTHER - INSIDE      ,1,-76.556130888,39.3580652630001
18275,13K08725,11/19/2013 2:00:00 PM,6F,LARCENY,,NA,423,M,69,BLACK_OR_AFRICAN_AMERICAN,,2200 WOODBOURNE AVE,NORTHEAST,N/A,HAMILTON HILLS,39.355938622445237,-76.570736029618473,"(39.355938622445237,-76.570736029618473)",GARAGE ON PRIV. PROP,1,-76.57073603,39.3559386220001
18276,13K08778,11/19/2013 5:30:00 PM,6B,LARCENY,,NA,321,F,14,BLACK_OR_AFRICAN_AMERICAN,,1800 E MONUMENT ST,EASTERN,N/A,MIDDLE EAST,39.298652880216267,-76.591753096995177,"(39.298652880216267,-76.591753096995177)",BUS/AUTO            ,1,-76.591753097,39.2986528800001
18277,13K35357,11/19/2013 3:00:00 AM,6D,LARCENY FROM AUTO,,NA,831,M,53,WHITE,,2700 GEORGETOWN RD,SOUTHWEST,N/A,MORRELL PARK,39.267028163336718,-76.659294176162703,"(39.267028163336718,-76.659294176162703)",,1,-76.6592941759999,39.2670281630001
18278,13K08836,11/19/2013 10:00:00 AM,5A,BURGLARY,,NA,123,F,47,BLACK_OR_AFRICAN_AMERICAN,,1200 DRUID HILL AVE,CENTRAL,N/A,UPTON,39.301521048003544,-76.628232305516747,"(39.301521048003544,-76.628232305516747)",ROW/TOWNHOUSE-OCC,1,-76.628232306,39.301521048
18279,13K08723,11/19/2013 3:16:00 PM,4E,COMMON ASSAULT,,NA,432,M,,BLACK_OR_AFRICAN_AMERICAN,,3000 MAYFIELD AVE,NORTHEAST,N/A,BELAIR-EDISON,39.321593479488264,-76.572004755726667,"(39.321593479488264,-76.572004755726667)",ROW/TOWNHOUSE-OCC,1,-76.572004756,39.3215934790001
18280,13L06569,12/15/2013 3:00:00 PM,6G,LARCENY,,NA,121,F,26,BLACK_OR_AFRICAN_AMERICAN,,900 PENNSYLVANIA AVE,CENTRAL,N/A,HERITAGE CROSSING,39.297735893563228,-76.627096972809852,"(39.297735893563228,-76.627096972809852)",ROW/TOWNHOUSE-OCC,1,-76.6270969729999,39.297735894
18281,13L08298,12/20/2013 12:00:00 AM,6G,LARCENY,,NA,911,M,24,BLACK_OR_AFRICAN_AMERICAN,,3900 PASCAL AVE,SOUTHERN,N/A,CURTIS BAY,39.229718308905554,-76.59123451593149,"(39.229718308905554,-76.59123451593149)",STREET              ,1,-76.591234516,39.2297183090001
18282,13L06917,12/15/2013 10:35:00 AM,6D,LARCENY FROM AUTO,,NA,932,,,UNKNOWN,,900 STERRETT ST,SOUTHERN,N/A,WASHINGTON VILLAGE/PIGTOWN,39.281212627133264,-76.626993179838848,"(39.281212627133264,-76.626993179838848)",SCHOOL              ,1,-76.6269931799999,39.2812126270001
18283,13G03893,7/8/2013 9:00:00 PM,7A,AUTO THEFT,,NA,833,F,44,BLACK_OR_AFRICAN_AMERICAN,,4400 PARKTON ST,SOUTHWEST,N/A,YALE HEIGHTS,39.277600343305089,-76.690358779566282,"(39.277600343305089,-76.690358779566282)",STREET              ,1,-76.6903587799999,39.2776003430001
18284,13G03794,7/8/2013 9:50:00 PM,4E,COMMON ASSAULT,,NA,124,F,22,BLACK_OR_AFRICAN_AMERICAN,,300 W MADISON ST,CENTRAL,N/A,MOUNT VERNON,39.29826710864517,-76.620543808036899,"(39.29826710864517,-76.620543808036899)",APT/CONDO - OCCUPIED,1,-76.620543808,39.2982671090001
18285,13G03780,7/8/2013 9:30:00 PM,4E,COMMON ASSAULT,,NA,224,F,17,BLACK_OR_AFRICAN_AMERICAN,,3000 E FAYETTE ST,SOUTHEAST,N/A,ELLWOOD PARK/MONUMENT,39.294844840983636,-76.574800413456927,"(39.294844840983636,-76.574800413456927)",STREET              ,1,-76.5748004129999,39.294844841
18286,13G04370,7/8/2013 10:30:00 PM,6D,LARCENY FROM AUTO,,NA,131,F,26,BLACK_OR_AFRICAN_AMERICAN,,2200 BRUNT ST,CENTRAL,N/A,DRUID HEIGHTS,39.308288893214332,-76.63925182453967,"(39.308288893214332,-76.63925182453967)",STREET              ,1,-76.639251825,39.3082888930001
18287,13G03911,7/8/2013 6:00:00 PM,7A,AUTO THEFT,,NA,432,M,23,BLACK_OR_AFRICAN_AMERICAN,,3600 KENYON AVE,NORTHEAST,N/A,BELAIR-EDISON,39.319278083698116,-76.56292916664276,"(39.319278083698116,-76.56292916664276)",STREET              ,1,-76.5629291669999,39.3192780840001
18288,13G03926,7/8/2013 9:00:00 PM,6D,LARCENY FROM AUTO,,NA,111,F,,UNKNOWN,,200 DAVIS ST,CENTRAL,N/A,DOWNTOWN,39.291271979138457,-76.612007796910319,"(39.291271979138457,-76.612007796910319)",STREET              ,1,-76.612007797,39.291271979
18289,13G03838,7/8/2013 11:50:00 PM,5A,BURGLARY,,NA,125,M,22,BLACK_OR_AFRICAN_AMERICAN,,600 GEORGE ST,CENTRAL,N/A,SETON HILL,39.295419648756592,-76.625714679070654,"(39.295419648756592,-76.625714679070654)",APT/CONDO - OCCUPIED,1,-76.6257146789999,39.2954196490001
