FID,RowID_,SRRecordID,ServiceReq,SRType,MethodRece,CreatedDat,SRStatus,StatusDate,DueDate,CloseDate,Agency,LastActivi,LastActi_1,Outcome,Address,ZipCode,Neighborho,CouncilDis,PoliceDist,PolicePost,Latitude,Longitude,GeoLocatio,NeedsSync,IsDeleted,HashedReco,timetoclose
8416,1211659,5004w00002tchrLAAQ,24-00134830,SW-Dirty Street,API,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"100 N MONASTERY AVE, Baltimore City, 21229",21229,Allendale,8,Southwestern,821,39.288307995344425,-76.676309672318595,"(39.288307995344425, -76.676309672318595)",0,0,DZotSoKVT1zAMmHABbEAYe01tdK2Tel2gzpC60QL000=,6
8417,1224652,5004w00002tcZDKAA2,24-00131386,SW-Dirty Street,API,1707350400000,Closed,1707696000000,1708300800000,1707696000000,Solid Waste,Service Response,1707696000000,Work completed,"4300 BLK COLBORNE RD, Baltimore City, 21229",21229,Rognel Heights,8,Southwestern,811,39.295815060178519,-76.689293091878184,"(39.295815060178519, -76.689293091878184)",0,0,ltSQdVYS+EIOfAMX9Rf55xVbtdahoAB0PXMud3s+LaU=,4
8418,1238165,5004w00002tdpGCAAY,24-00158136,SW-Dirty Street,Phone,1708300800000,Closed,1708560000000,1709078400000,1708560000000,Solid Waste,Service Response,1708560000000,Work completed,"E 20TH ST & N WASHINGTON ST, Baltimore City, 21213",21213,South Clifton Park,12,Eastern,325,39.313199243220801,-76.590483478481730,"(39.313199243220801, -76.590483478481730)",0,0,xyR2eGEBs8xMi3UWvh4sDGqHAcGR4QuT1R8Kc03XELg=,3
8419,1211661,5004w00002tchrMAAQ,24-00134876,SW-Dirty Street,API,1707436800000,Closed,1708128000000,1708387200000,1708128000000,Solid Waste,Service Response,1708128000000,Work completed,"3700 W MULBERRY ST, BC, 21229",21229,Allendale,8,Southwestern,821,39.291841340271510,-76.678283793913465,"(39.291841340271510, -76.678283793913465)",0,0,KUOUvW8fq0ol1FY+pVDk81cSBlV/QCjNCRowxffTqqQ=,8
8420,1216954,5004w00002tcNYuAAM,24-00127251,SW-Dirty Street,API,1707264000000,Closed,1707350400000,1708041600000,1707350400000,Solid Waste,Service Response,1707350400000,Work completed,"1421 FILLMORE ST, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.321396121182580,-76.599800512009637,"(39.321396121182580, -76.599800512009637)",0,0,HT6iepWEe2xxihNe/4lrcERbO3KAdrsQhhg2VHwGNN0=,1
8421,1224682,5004w00002tcZfUAAU,24-00131574,SW-Dirty Street,API,1707350400000,Closed,1707696000000,1708300800000,1707696000000,Solid Waste,Service Response,1707696000000,Work completed,"3400 BLK S HANOVER ST, Baltimore City, 21225",21225,Fairfield Area,10,Southern,912,39.240768393043425,-76.608422595359770,"(39.240768393043425, -76.608422595359770)",0,0,QY/y8WS+PxNJDITUiOdiUydkwOa3ZcQGPF2Gff4yY1A=,4
8422,1238175,5004w00002tdPGoAAM,24-00149533,SW-Dirty Alley,API,1707955200000,Closed,1708473600000,1708905600000,1708473600000,Solid Waste,Service Response,1708473600000,Work completed,"2400 REISTERSTOWN RD, Baltimore City, 21217",21217,Mondawmin,7,Western,732,39.315637137659124,-76.649592296939417,"(39.315637137659124, -76.649592296939417)",0,0,ipWVej2QMO8OMqc+rD4VsYoln9hLobJqBWWuYua+5xY=,6
8423,1211669,5004w00002tcHryAAE,24-00124856,SW-Dirty Street,API,1707264000000,Closed,1707523200000,1708041600000,1707523200000,Solid Waste,Service Response,1707523200000,Work completed,"2700 BLK WALBROOK AVE, Baltimore City, 21216",21216,Walbrook,7,Northwestern,613,39.310184727325499,-76.662991930670273,"(39.310184727325499, -76.662991930670273)",0,0,bHk7NpkFS7qLiIO2rcttQTpSoFZqu+tK6rM/Fu63bR8=,3
8424,1216957,5004w00002tcNYvAAM,24-00127277,SW-Dirty Street,API,1707264000000,Closed,1707350400000,1708041600000,1707350400000,Solid Waste,Service Response,1707350400000,Work completed,"AISQUITH ST & AISQUITH-HARFORD & EXETER HALL AVE, Baltimore City, 21218",21218,Coldstream Homestead Montebello,14,Eastern,315,39.317991906791832,-76.597665038634204,"(39.317991906791832, -76.597665038634204)",0,0,Mij2cT5g5nAnO44kq6zxTta4WdOtbreaOo7Dgv/xIbo=,1
8425,1238207,5004w00002tdPhuAAE,24-00149742,SW-Dirty Alley,Phone,1707955200000,Closed,1708473600000,1708905600000,1708473600000,Solid Waste,Service Response,1708473600000,Work completed,"1900 BLK GREENMOUNT AVE, Baltimore City, 21202",21202,Barclay,12,Eastern,311,39.311626492022903,-76.609467273258758,"(39.311626492022903, -76.609467273258758)",0,0,OnUIPoc/Vpefq19hpNQk5qhVsd8fp2okCgI0YAyBmI0=,6
8426,1211673,5004w00002tchScAAI,24-00134561,SW-Dirty Street,Phone,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"400 N LAKEWOOD AVE, Baltimore City, 21224",21224,McElderry Park,13,Southeastern,224,39.295843355337304,-76.579460340129245,"(39.295843355337304, -76.579460340129245)",0,0,W2W0uo6xANG/p6cDh8rMjih6AJm2MxcAQ4vHDQZmvp0=,7
8427,1211694,5004w00002tchTfAAI,24-00134566,SW-Dirty Alley,Phone,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"409 N LAKEWOOD AVE, Baltimore City, 21224",21224,McElderry Park,13,Southeastern,224,39.296010632254983,-76.579120640967147,"(39.296010632254983, -76.579120640967147)",0,0,+6tbDG5WhgxWWuosHgKWuftP6SE8SZtMr7FajPA+guk=,7
8428,1211717,5004w00002tchUfAAI,24-00134812,SW-Dirty Street,API,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"2600 SAINT BENEDICT ST, BC, 21223",21223,Millhill,9,Southwestern,825,39.280023194117661,-76.656495613687412,"(39.280023194117661, -76.656495613687412)",0,0,tKYvOKcN6bTpazj/u5K+wIuYjax3Nj3/0PuregsSuUI=,6
8429,1211719,5004w00002tchUgAAI,24-00134816,SW-Dirty Street,API,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"400 BRUNSWICK ST, BC, 21223",21223,Carroll-South Hilton,10,Southwestern,825,39.280608955813946,-76.660243902555180,"(39.280608955813946, -76.660243902555180)",0,0,eZvznkJrNNfFXgxclxGP5NOhkHKB774Wx2u5/wJ8j8I=,6
8430,1211721,5004w00002tchUhAAI,24-00134883,SW-Dirty Street,API,1707436800000,Closed,1708128000000,1708387200000,1708128000000,Solid Waste,Service Response,1708128000000,Work completed,"3900 W MULBERRY ST, BC, 21229",21229,Allendale,8,Southwestern,821,39.291763072389735,-76.680513493961669,"(39.291763072389735, -76.680513493961669)",0,0,iRLJXlMcixizOSOTgkn2UP63DGShyAukInejJw7yxhI=,8
8431,1211724,5004w00002tcHUlAAM,24-00124912,SW-Dirty Street,API,1707264000000,Closed,1707264000000,1708041600000,1707264000000,Solid Waste,Service Response,1707264000000,Work completed,"600 N GLOVER ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.298151311652710,-76.580257313997748,"(39.298151311652710, -76.580257313997748)",0,0,dd7UKyiHJTgujDHhv8qzAlHyschtmf9L13ivCkSon9U=,0
8432,1211727,5004w00002tcHuOAAU,24-00124925,SW-Dirty Street,API,1707264000000,Closed,1707523200000,1708041600000,1707523200000,Solid Waste,Service Response,1707523200000,Work completed,"200 BLK GOLDSMITH ST, Baltimore City, 21223",21223,Carrollton Ridge,9,Southwestern,832,39.284859917388005,-76.647611329587548,"(39.284859917388005, -76.647611329587548)",0,0,om8QfUaNVriNG5qQPANEqkEhlizPXLUGjljB1Nke4Zw=,3
8433,1211728,5004w00002tchUOAAY,24-00134571,SW-Dirty Alley,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"216 E 23RD ST, Baltimore City, 21218",21218,Barclay,12,Eastern,313,39.315545479111883,-76.613269437979980,"(39.315545479111883, -76.613269437979980)",0,0,CPJJzCnzJXrSxiCFvB6I3mnle7QHWdrtuVGmG6J4tZE=,5
8434,1211761,5004w00002tcHWBAA2,24-00124764,SW-Dirty Alley,API,1707264000000,Closed,1707436800000,1708041600000,1707436800000,Solid Waste,Service Response,1707436800000,Work completed,"1100 BLK SARGEANT-WASHINGTON, Baltimore City, 21230",21230,Washington Village/Pigtown,10,Southern,932,39.282520184196727,-76.633531091898277,"(39.282520184196727, -76.633531091898277)",0,0,U749bGvfE7+CtTLSDUvl0/WItc8HkHjY+MX5Jchjmog=,2
8435,1211768,5004w00002tcHwJAAU,24-00124888,SW-Dirty Street,API,1707264000000,Closed,1707350400000,1708041600000,1707350400000,Solid Waste,Service Response,1707350400000,Work completed,"2709 WALBROOK AVE, BC, 21216",21216,Walbrook,7,Northwestern,613,39.310095697311461,-76.661981663931769,"(39.310095697311461, -76.661981663931769)",0,0,sR5uAYacVZRXIA3olqolT8+fGXP7KBtJL4SZck2C1DQ=,1
8436,1211784,5004w00002tchxBAAQ,24-00134691,SW-Dirty Alley,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"2830 E FEDERAL ST, Baltimore City, 21213",21213,Berea,13,Eastern,324,39.309398422078203,-76.577791276139493,"(39.309398422078203, -76.577791276139493)",0,0,hAD7KcjbEBfTmZ7Zv0lhNealA0OrEEPp/8RC9MBKXQg=,7
8437,1224686,5004w00002tcZfZAAU,24-00131567,SW-Dirty Street,API,1707350400000,Closed,1707523200000,1708300800000,1707523200000,Solid Waste,Service Response,1707523200000,Work completed,"2400 WINCHESTER ST, Baltimore City, 21216",21216,Bridgeview/Greenlawn,9,Western,721,39.301791971050648,-76.655508186719288,"(39.301791971050648, -76.655508186719288)",0,0,qKFD88L5YLnEUb5g6cpASqQ3aDg2zM4guSAmQMJC1bM=,2
8438,1211796,5004w00002tchxRAAQ,24-00134964,SW-Dirty Street,API,1707436800000,Closed,1707696000000,1708387200000,1707696000000,Solid Waste,Service Response,1707696000000,Work completed,"SINCLAIR LN & BELAIR RD, Baltimore City, 21213",21213,Clifton Park,14,Eastern,325,39.314242039557946,-76.582135587249027,"(39.314242039557946, -76.582135587249027)",0,0,XsZJD5uAKvMunekMub0bia/fgFM0V+SphAbaX2CZYIo=,3
8439,1211828,5004w00002tcHzSAAU,24-00124903,SW-Dirty Alley,API,1707264000000,Closed,1707264000000,1708041600000,1707264000000,Solid Waste,Service Response,1707264000000,Work completed,"1600 E MADISON ST, Baltimore City, 21205",21205,Gay Street,12,Central,125,39.299556540391862,-76.595797417450797,"(39.299556540391862, -76.595797417450797)",0,0,6Vk2zCDBsSbEIjF241x0j+2uVL0l8I7COh9zBSkkyxE=,0
8440,1211837,5004w00002tci0oAAA,24-00134709,SW-Dirty Street,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"W NORTH AVE & W MOUNT ROYAL AVE, Baltimore City, 21217",21217,Bolton Hill,11,Western,735,39.310816192723742,-76.624955708251036,"(39.310816192723742, -76.624955708251036)",0,0,Qiddop0uPMZ3CIaRrMcsDh5tQqeI+A0goReL+1lLQgU=,7
8441,1211850,5004w00002tci1OAAQ,24-00134735,SW-Dirty Street,Phone,1707436800000,Closed,1708128000000,1708387200000,1708128000000,Solid Waste,Service Response,1708128000000,Work completed,"37 E HAMBURG ST, Baltimore City, 21230",21230,Federal Hill,11,Southern,934,39.278106793282120,-76.613165623770726,"(39.278106793282120, -76.613165623770726)",0,0,lV8hPqeo6Q5EaELYbW2NuVFb8AwjFc57KFQBsQymjvE=,8
8442,1211853,5004w00002tcI27AAE,24-00124916,SW-Dirty Alley,API,1707264000000,Closed,1707264000000,1708041600000,1707264000000,Solid Waste,Service Response,1707264000000,Work completed,"600 N GLOVER ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.298151311652710,-76.580257313997748,"(39.298151311652710, -76.580257313997748)",0,0,pNQh/TtieqdLpliHeQuWaedwtPAu+Z/n6Lfk5gw4l5M=,0
8443,1211858,5004w00002tci2kAAA,24-00134719,SW-Dirty Street,API,1707436800000,Closed,1707696000000,1708387200000,1707696000000,Solid Waste,Service Response,1707696000000,Work completed,"2740 PELHAM AVE, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.326267106834628,-76.572842169805284,"(39.326267106834628, -76.572842169805284)",0,0,iFgm41qKqooQIW7vNRun5W5rdcz+u4kPbdFcXPsbdLY=,3
8444,1211859,5004w00002tcI2lAAE,24-00124919,SW-Dirty Alley,API,1707264000000,Closed,1707264000000,1708041600000,1707264000000,Solid Waste,Service Response,1707264000000,Work completed,"626 N GLOVER ST, Baltimore City, 21205",21205,McElderry Park,13,Southeastern,224,39.298596160326021,-76.580283653104701,"(39.298596160326021, -76.580283653104701)",0,0,wpx2zfDxrY9E1lzjbPm5FNVIL09mFpKMeFsNC19e8yA=,0
8445,1211865,5004w00002tci39AAA,24-00134722,SW-Dirty Alley,API,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"1931 W SARATOGA ST, Baltimore City, 21223",21223,Penrose/Fayette Street Outreach,9,Southwestern,824,39.291832279314512,-76.648390845210642,"(39.291832279314512, -76.648390845210642)",0,0,xHxBo+OxYd4Uuj1FdaF+kZ0ij3O6ZDChsDDss5WdmPs=,6
8446,1211891,5004w00002tci7bAAA,24-00134990,SW-Dirty Alley,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"3300 BLK BELAIR-MANNASOTA, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.321769710529026,-76.572691029625489,"(39.321769710529026, -76.572691029625489)",0,0,Jbksp4Qhuv8MUFME/LbZQ7Xbz7+5FnGAH8sXXg7jCmc=,7
8447,1211909,5004w00002tcI9GAAU,24-00124941,SW-Dirty Alley,Phone,1707264000000,Closed,1707350400000,1708041600000,1707350400000,Solid Waste,Service Response,1707350400000,Work completed,"1624 E 25TH ST, Baltimore City, 21213",21213,Darley Park,14,Eastern,325,39.316512058399816,-76.594522071656797,"(39.316512058399816, -76.594522071656797)",0,0,oQfDSV5GmNYBeg++u6wkEnS6EmwiPzYxMcGD/XGN+fg=,1
8448,1211914,5004w00002tcia8AAA,24-00134954,SW-Dirty Street,API,1707436800000,Closed,1707696000000,1708387200000,1707696000000,Solid Waste,Service Response,1707696000000,SR assessed and no cause for action determined,"1000 LYNDHURST ST, BC, 21229",21229,Edmondson Village,8,Southwestern,812,39.298633566801371,-76.681563068624328,"(39.298633566801371, -76.681563068624328)",0,0,I1N8EL1AoyCd1LvGQcE6HAb9beDUCpxDCm3AgSr6qr4=,3
8449,1211917,5004w00002tciacAAA,24-00134957,SW-Dirty Street,API,1707436800000,Closed,1707696000000,1708387200000,1707696000000,Solid Waste,Service Response,1707696000000,SR assessed and no cause for action determined,"900 LYNDHURST ST, BC, 21229",21229,Edmondson Village,8,Southwestern,812,39.297900123110786,-76.681522862356417,"(39.297900123110786, -76.681522862356417)",0,0,LPJhh8yRwQXBye7KKqJ53rEFUGHyOrBiqSlXKeVMqdg=,3
8450,1211941,5004w00002tcibGAAQ,24-00134963,SW-Dirty Alley,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"4800 PALMER AVE, Baltimore City, 21215",21215,Central Park Heights,6,Northern,534,39.346191591491426,-76.670891050090447,"(39.346191591491426, -76.670891050090447)",0,0,Zxqtjb/UJyRudCjS5Kr6NNUZ3vpx6rNQbMcBiUhHZAA=,5
8451,1211949,5004w00002tcibpAAA,24-00134969,SW-Dirty Alley,API,1707436800000,Closed,1708128000000,1708387200000,1708128000000,Solid Waste,Service Response,1708128000000,Work completed,"3145 RAVENWOOD AVE, Baltimore City, 21213",21213,Four By Four,13,Eastern,333,39.315161003192060,-76.579287882019273,"(39.315161003192060, -76.579287882019273)",0,0,V6evAJxh6jAjGzulSEZFtEVtPVOIIohjDjBj86BiC38=,8
8452,1211954,5004w00002tcibuAAA,24-00134970,SW-Dirty Street,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"1709 GWYNNS FALLS PKWY, Baltimore City, 21217",21217,Auchentoroly-Parkwood,7,Western,732,39.317079095478711,-76.649532644255785,"(39.317079095478711, -76.649532644255785)",0,0,7UziAQ37OZnEUrr6n3G7KvbtFx4HwvpF6fz94bCC3Es=,5
8453,1211956,5004w00002tcibVAAQ,24-00134968,SW-Dirty Street,Phone,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"1921 N DUKELAND ST, BC, 21216",21216,Walbrook,7,Northwestern,613,39.309840305323341,-76.663938342021140,"(39.309840305323341, -76.663938342021140)",0,0,79ri1YrIdzRazx5bT0LRZtQmyU/qv/k7S6Y53QKkDrs=,6
8454,1212010,5004w00002tcieFAAQ,24-00134992,SW-Dirty Alley,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"3027 MAYFIELD AVE, Baltimore City, 21213",21213,Belair-Edison,13,Eastern,331,39.321561243408468,-76.571960727052556,"(39.321561243408468, -76.571960727052556)",0,0,wjrnhwnik8gIsqt2dwWZw4Pfvc92FGTFQXdYBaCfY0w=,7
8455,1212023,5004w00002tcIeyAAE,24-00125099,SW-Dirty Street,API,1707177600000,Closed (Transferred),1707264000000,1707955200000,1707264000000,Solid Waste,Service Response,-2209161600000, ,"2500 BLK SINCLAIR LN, Baltimore City, 21213",21213,Clifton Park,14,Eastern,325,39.314281201977892,-76.582388061397452,"(39.314281201977892, -76.582388061397452)",0,0,R2FEHmSB9gP3Bgzthuxr3bVSYOIG5tYqbxg7anZ+HrQ=,1
8456,1212035,5004w00002tciFkAAI,24-00134866,SW-Dirty Street,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"3800 W FRANKLIN ST, BC, 21229",21229,Allendale,8,Southwestern,821,39.292644531937114,-76.679587709609208,"(39.292644531937114, -76.679587709609208)",0,0,Vd2bd104o+UlgAtDFPG5i8XR/lE2RxC0t/ECqdIT6V4=,7
8457,1212036,5004w00002tciFlAAI,24-00134915,SW-Dirty Street,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,SR assessed and no cause for action determined,"4500 PARKTON ST, BC, 21229",21229,Yale Heights,8,Southwestern,815,39.277727437849656,-76.691231040221552,"(39.277727437849656, -76.691231040221552)",0,0,UgB+NCbyJKUnZaOAqgsjt0vjtcV0K1j74SaLeJAb+kE=,7
8458,1212038,5004w00002tciFmAAI,24-00134985,SW-Dirty Street,API,1707436800000,Closed (Duplicate),1707696000000,1708387200000,1707696000000,Solid Waste,Service Response,1707696000000,Work completed,"4100 COLBORNE RD, Baltimore City, 21229",21229,Edmondson Village,8,Southwestern,812,39.297941633380169,-76.684510247190744,"(39.297941633380169, -76.684510247190744)",0,0,XdBCiMzrCA44H+IgGgv64K/w/g5Dn+JH3ryh5J98h30=,3
8459,1212047,5004w00002tciFyAAI,24-00134782,SW-Dirty Alley,Phone,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"4200 BLK SHAMROCK-SHELDON, Baltimore City, 21206",21206,Belair-Edison,2,Eastern,332,39.328106581839215,-76.564625394740816,"(39.328106581839215, -76.564625394740816)",0,0,RKXFQlDaF1i9k3ciRVJk6GM7P8Kge48FiXOdjkkkBnc=,6
8460,1212054,5004w00002tciG9AAI,24-00135028,SW-Dirty Alley,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"1102 WHATCOAT ST, Baltimore City, 21217",21217,Sandtown-Winchester,9,Western,715,39.301560974847924,-76.641100060668890,"(39.301560974847924, -76.641100060668890)",0,0,/yWms3AcdY5Spvw0rZglHkgh1iWHZp31D9DDMvpjerI=,5
8461,1212071,5004w00002tciH1AAI,24-00134791,SW-Dirty Alley,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"2201 OREM AVE, Baltimore City, 21217",21217,Auchentoroly-Parkwood,7,Western,732,39.315370115892485,-76.648187208903565,"(39.315370115892485, -76.648187208903565)",0,0,/fYfmdAFwma5j7a5TrhMLdz82EDyWTaUTnk86uNjYXk=,5
8462,1212072,5004w00002tciH2AAI,24-00134795,SW-Dirty Alley,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"2201 OREM AVE, Baltimore City, 21217",21217,Auchentoroly-Parkwood,7,Western,732,39.315370115892485,-76.648187208903565,"(39.315370115892485, -76.648187208903565)",0,0,CSdfqKg3N52dyG+M6Ovd+r8TV2cqq05stQaBevxso3o=,5
8463,1212084,5004w00002tciHuAAI,24-00134800,SW-Dirty Alley,API,1707436800000,Closed,1707868800000,1708387200000,1707868800000,Solid Waste,Service Response,1707868800000,Work completed,"2323 REISTERSTOWN RD, Baltimore City, 21217",21217,Auchentoroly-Parkwood,7,Western,732,39.315318039116228,-76.648383059627761,"(39.315318039116228, -76.648383059627761)",0,0,51J33A5yCdz0aQQ3NXElRpDX01xfSvdFvp90YBxs9eg=,5
8464,1212092,5004w00002tciIdAAI,24-00134807,SW-Dirty Street,API,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"2600 LEHMAN ST, BC, 21223",21223,Millhill,9,Southwestern,825,39.281299866842588,-76.657034243606091,"(39.281299866842588, -76.657034243606091)",0,0,iz6Xt3+7umBsu1LqQjNC6h6wBGBk91HIn8kaq0dgPEo=,6
8465,1212093,5004w00002tciIeAAI,24-00134848,SW-Dirty Street,API,1707436800000,Closed,1707955200000,1708387200000,1707955200000,Solid Waste,Service Response,1707955200000,Work completed,"3600 W LEXINGTON ST, BC, 21229",21229,Allendale,8,Southwestern,821,39.290755484722624,-76.676870535278468,"(39.290755484722624, -76.676870535278468)",0,0,PxbQeFBFqDrnTNcYObJ6uNH1RwnhCTntLyO3SeZGkm8=,6
8466,1212094,5004w00002tciIgAAI,24-00134873,SW-Dirty Street,API,1707436800000,Closed,1708041600000,1708387200000,1708041600000,Solid Waste,Service Response,1708041600000,Work completed,"3900 W FRANKLIN ST, BC, 21229",21229,Allendale,8,Southwestern,821,39.292615352774831,-76.680570650571113,"(39.292615352774831, -76.680570650571113)",0,0,k8UbdVVYTzoUunFiw4R+oS0WWmaIqkMQOiW7JBVvW2g=,7
